epoch,train_loss,valid_loss,train_error,valid_error
0,7.4143060967135614,7.332314774959902,100.0,100.0
1,2.532647236228904,1.944726270965383,81.412,71.99
2,1.834478281647958,1.732650732692284,68.428,60.46
3,1.634961003842561,1.5760798710810988,60.194,54.92
4,1.5988447333845641,1.5367850306667858,58.46,55.09
5,1.4355296149583119,2.0156566538388216,52.544,49.47
6,1.3218351364745509,17.720409320879586,47.71,56.77
7,1.277137008469428,1.2396932606455646,45.44,42.16
8,1.1710523094057732,1.03450951847849,41.594,36.8
9,1.1189158593907076,1.0420471859883658,39.764,36.36
10,1.1108214253049982,1.0076745258101933,39.246,35.08
11,1.0036219202953836,0.9285853829564927,35.172,32.55
12,0.9671992658044372,0.8751003508326374,33.91,30.22
13,0.9205540836314716,0.8318865978265111,32.232,28.92
14,0.8955681388030576,0.8416565830194498,31.378,29.04
15,0.8490604398500584,0.7823585701894157,29.748,27.24
16,0.8223429540234148,0.7479101547712013,28.988,25.42
17,0.7859118303374562,0.7505968047093742,27.336,26.2
18,0.7769446828786064,0.8280832435511336,27.002,27.24
19,0.7853577842035562,0.7348989900908892,27.3,25.66
20,0.7116698913104699,0.7084738204750833,24.97,24.27
21,0.6806196760948356,0.6708642444278621,23.84,22.84
22,0.6589951430592695,0.6510314149192616,22.978,22.03
23,0.6840333177153107,21.677979783166812,23.514,52.62
24,0.8207301043183602,0.6923049439357806,27.848,23.2
25,0.6549678348061984,0.6395482130442993,22.472,21.66
26,0.6060105414341783,0.6355608067935026,21.182,21.03
27,0.6003753467441519,0.6104730778857123,20.622,20.2
28,0.5681788670589857,0.6038147788259047,19.652,20.27
29,0.5526584873114095,0.6535273258444629,19.232,21.43
30,0.5478184938125903,0.580461241021941,18.998,19.28
31,0.5444868113226293,0.5773270899736429,18.832,19.26
32,0.529273805944511,0.5467788184745402,18.518,18.73
33,0.5052185843667716,0.7029777342760111,17.456,22.19
34,0.703889367830418,0.6116471931904177,23.32,20.56
35,0.5459264290454747,0.5855247400983979,18.894,19.42
36,0.5663652767610672,0.622039606676826,19.344,21.1
37,0.4896681737869292,0.5494332883176924,16.842,17.98
38,0.45078788042220924,0.5487882427022427,15.684,17.99
39,0.4344053426209618,0.580966715194002,15.214,18.46
40,0.4247236720588811,0.5428290382216249,14.868,17.57
41,0.5739828268127978,0.6034662904618662,19.348,19.56
42,0.4364397485390344,0.5736684116381633,15.278,18.25
43,0.4039157595094817,0.5437496557265897,14.24,17.37
44,0.3891093612784315,0.5634616986860203,13.638,17.7
45,0.3780680240496345,0.5450236718111401,13.364,17.42
46,0.36991035530481803,0.5540805153454407,13.07,16.51
47,0.3598734369820646,0.5478178606003146,12.592,17.06
48,0.3551957023037059,0.5388771665247181,12.432,16.74
49,0.35488068828802277,0.5509349982949752,12.528,17.08
50,0.34537933774463964,0.5704939410656313,12.08,17.8
51,0.33641788618796314,0.5461459884160682,11.802,16.59
52,0.3403198615364406,0.5532443617718129,11.88,16.85
53,0.4118694266699769,0.6234157145777836,13.878,19.07
54,0.40958796510153717,0.5534866463534439,14.116,16.71
55,0.32706363865024296,0.5594563597365271,11.418,17.38
56,0.29737378874093373,0.5667310711703722,10.238,16.58
57,0.30264781682235203,0.5648003707203684,10.412,17.04
58,0.4342917505356357,0.6446773274035393,14.362,20.46
59,0.35024616907319756,0.5708317598210105,12.098,16.97
60,0.28945117377106794,0.5692284899421886,10.18,16.53
61,0.2790048651949829,0.5601002660733235,9.81,16.33
62,0.3710926798412867,0.5599144915991192,12.676,17.05
63,0.2839487167384923,0.5735819124722783,9.908,16.15
64,0.25167732064605064,0.5620219277430184,8.838,16.28
65,0.24739943732462272,0.5803256604490401,8.786,16.47
66,0.24611244194419182,0.6242628474778766,8.664,17.39
67,0.23736036077256092,0.5613876869784126,8.298,16.3
68,0.23788542159454293,0.5834697922573814,8.372,16.22
69,0.23095930196211467,0.5789840772182127,8.062,16.08
70,0.23073947883170584,0.5432310689099228,8.268,15.78
71,0.22198041130209822,0.5619174792796751,7.852,15.61
72,0.22674030027426112,0.5875619317911849,7.978,16.33
73,0.22245187542932418,0.5720724550229085,7.698,16.26
74,0.2097791692103876,0.5956027749218519,7.256,16.17
75,0.21263503283262253,0.601791035902651,7.298,16.22
76,0.26338295543285284,0.594283581911763,8.986,16.89
77,0.23420045528646624,0.5783822725090799,8.076,16.34
78,0.2143680688632114,0.5948786131943329,7.32,16.54
79,0.19443965477444936,0.5943434623223317,6.856,16.18
80,0.19657823182356632,0.6174613691960709,6.998,16.19
