epoch,train_loss,valid_loss,train_error,valid_error
83,0.19171498940728815,0.5910505480781386,6.786,16.02
84,0.18860943241954764,0.6031056770795509,6.682,16.07
85,0.18909004626943327,0.5880918366999566,6.738,15.65
86,0.1805876214009569,0.595543938347056,6.428,15.82
87,0.18266916078755924,0.6207386794724042,6.486,15.99
88,0.18255269182536304,0.5810566506808317,6.482,15.53
89,0.1813723876443513,0.5930602324159839,6.4,15.9
90,0.18005344804252504,0.6122560697265819,6.346,15.67
91,0.17411820996371682,0.5932590687953974,5.902,15.35
92,0.1737225963674543,0.6094215455689008,6.082,15.86
93,0.1678796498786153,0.6241703014585036,5.816,16.04
94,0.16813587949937567,0.5945335754865333,5.946,15.38
95,0.17018024590047423,0.59980774152128,5.9,15.94
96,0.19242259032090606,0.5832444525594953,6.61,15.46
97,0.16688464879227416,0.606464364106142,5.982,15.52
98,0.16666941105595331,0.6059708282162871,5.872,15.57
99,0.1664150473864182,0.6080009424233739,5.762,15.28
100,0.16414596243282717,0.6025991800087916,5.788,15.14
101,0.11636721782024255,0.5613959256229522,4.046,14.09
102,0.10215653645832215,0.5779774322917189,3.58,14.06
103,0.0957223954836807,0.5762251526871814,3.302,14.01
104,0.08575655513769373,0.6001012894926192,3.058,14.03
105,0.08923597763890348,0.5936144288582138,3.12,13.96
106,0.0838302993084616,0.5988613495343849,2.952,14.04
107,0.0792725507379569,0.6070013874316518,2.804,13.85
108,0.0798710719074892,0.6101259123298186,2.808,14.16
109,0.07465434830654841,0.6102109506160398,2.566,14.07
110,0.07598114161349623,0.6143144163527067,2.696,14.01
111,0.06964806344388697,0.6262675465285024,2.444,14.08
112,0.07141002115395749,0.6353059929760196,2.51,13.99
113,0.07149247727726045,0.6378355435555494,2.536,14.09
114,0.06825481395444373,0.6409656654430341,2.36,13.88
115,0.06266747468420307,0.6617277436241319,2.136,14.06
116,0.06740150355097964,0.6532194352225412,2.348,13.97
117,0.06604464448835996,0.6522493277546726,2.226,14.1
118,0.0652971085341995,0.6442295922131478,2.304,14.07
119,0.06376826477325176,0.6524592366399644,2.254,14.01
120,0.06493684381742001,0.6499154307419741,2.224,13.89
121,0.06093030289777786,0.668324901899205,2.108,14.15
122,0.061106072755439965,0.6610590445844433,2.176,14.01
123,0.06305764202633515,0.6547943266886699,2.218,13.91
124,0.06229741616255563,0.6636895401568352,2.148,14.01
125,0.0619762380728903,0.6646821212164963,2.126,13.95
126,0.05675788631286386,0.6606163222201263,1.956,13.78
127,0.059086509663468734,0.6717803406564495,2.086,13.84
128,0.057087378096445214,0.6798406505509268,1.99,14.17
129,0.05767348949151957,0.6856057330777373,1.934,14.0
130,0.057038215117629076,0.6788270482911339,1.958,14.04
131,0.054170402810168085,0.6885114153729209,1.872,13.92
132,0.056812585899582525,0.6899876228616207,1.968,13.91
133,0.05835299277940141,0.6907080615623088,2.048,13.9
134,0.05216758334747208,0.6892881931006154,1.896,13.93
135,0.05513284945160227,0.6912679208230369,1.902,13.93
136,0.05404393422081495,0.6954259332976763,1.878,13.97
137,0.055882377997802955,0.6853950306584563,1.93,13.88
138,0.052828522889739105,0.6929858308049697,1.812,13.88
139,0.05110835104459025,0.6944147208823434,1.76,14.0
140,0.05266026110219224,0.7002408947748474,1.78,14.17
141,0.05305169792869664,0.6913262799948077,1.868,14.1
142,0.05246633182749,0.7025455676867992,1.802,14.12
143,0.05259522660623502,0.6956239559605152,1.838,13.91
144,0.05173467929758455,0.6942850561647476,1.802,13.98
145,0.05321937436333207,0.700836610756343,1.82,14.12
146,0.04979723784834375,0.6975541550524628,1.784,14.02
147,0.050156301961702,0.6977659856216817,1.77,14.25
148,0.05130265093387088,0.7015857576758047,1.796,14.07
149,0.049634004481579834,0.6974192591784876,1.688,14.19
150,0.047728046269901576,0.7154303768390342,1.672,14.19
151,0.04456363157119097,0.7117532184229621,1.504,13.92
152,0.04585887411194842,0.7156552849691126,1.568,14.08
153,0.047908491280544405,0.7109821255825743,1.684,13.93
154,0.04639917583135731,0.7048279973147791,1.62,13.99
155,0.044210167999481756,0.7086290417215492,1.474,13.94
156,0.044235762257529114,0.711604698549343,1.518,14.03
157,0.042140699444872226,0.7122091507609887,1.466,13.93
158,0.04464688501558969,0.7119619457782069,1.592,13.91
159,0.04486614786674414,0.7097140488368047,1.576,14.03
160,0.04606277055447669,0.7007509568069554,1.538,13.95
161,0.043029718635760994,0.7024004068932955,1.478,13.85
162,0.041493891356060346,0.7121253528549701,1.424,13.88
163,0.04294303189450994,0.7047214662726922,1.484,13.87
164,0.044238250469193434,0.7103287888855874,1.548,13.94
165,0.04344647637118235,0.7056589647184445,1.492,13.9
166,0.04308779396431144,0.713110718923279,1.456,13.95
167,0.0433836330009429,0.7107510579914986,1.476,13.83
168,0.04306344579443183,0.7161732548022572,1.464,13.91
169,0.04209569147895174,0.712048166726209,1.47,13.99
170,0.04318717166500361,0.7129115669787685,1.452,13.97
171,0.04117223588735475,0.7186915023794657,1.412,13.86
172,0.04156663193060157,0.7131040697988076,1.466,13.98
173,0.0425563433786373,0.7205097396162492,1.432,13.99
174,0.04393852103794532,0.7189650997708116,1.486,13.97
175,0.042647569904180095,0.7197142347127576,1.494,13.93
176,0.04150408104924328,0.7104112339925163,1.474,13.9
177,0.04109838651850477,0.7200022660478761,1.418,14.06
178,0.04358810713738584,0.718586789656289,1.532,13.99
179,0.040621472943319324,0.7193510364505309,1.466,13.82
180,0.0433072934124876,0.7166050840404969,1.498,13.9
181,0.042699826421582945,0.7191016019522389,1.43,14.15
182,0.042632339582980974,0.7178650247522548,1.45,13.97
183,0.03908525558803087,0.7221142777913734,1.356,13.91
184,0.040780332779078304,0.7208233285176603,1.41,14.07
185,0.04139525730929831,0.7161017999618868,1.43,13.82
186,0.03982238560531508,0.7182445292231403,1.364,13.93
187,0.043221168138463134,0.7160962963406043,1.432,13.92
188,0.042564521180441996,0.7172498514380636,1.454,13.84
189,0.039478162617977625,0.7198256738955462,1.354,13.84
190,0.03995188462364552,0.7224195429795905,1.38,13.82
191,0.04171875637927381,0.720264881283422,1.404,13.91
192,0.041617162533395015,0.7308060134513469,1.438,13.86
193,0.040877941194945554,0.7228700420524501,1.434,13.98
194,0.0420896570975928,0.7167610509108894,1.43,13.91
195,0.040344832642504096,0.7282462787779072,1.396,13.82
196,0.04146862362899706,0.7163285011354881,1.418,13.95
197,0.040843789332934546,0.7156462556199182,1.422,13.88
198,0.04161740925884746,0.7215267216102986,1.424,13.84
199,0.041351628519566086,0.7234169689914848,1.388,13.92
200,0.04091905658204785,0.7218821026101897,1.372,13.87
